product_name,brand,category,rating,price
Ahalyaa Women'S White Tops,Ahalyaa,"{'ClothingAccessories': '#23,36,408', 'WomensTops': '#86516'}",4.0,480.0
JOSH DANIEL Men's Organic Pure Cotton Polo T-Shirt -Apple Green - SP15,JOSH DANIEL,"{'ClothingAccessories': '#2,86,021', 'MensT_Shirts': '#22696'}",4.3,562.0
"Kirtida Desginer Linen Fabric Saree With Blouse, Ideal For All Ocassions (MORE THAN 12 COLORS)",Kirtida Designer,"{'ClothingAccessories': '#1,74,848', 'WomensSarees': '#9879'}",3.5,299.0
Enamor Women's Baby Doll,Unknown,"{'ClothingAccessories': '#2,29,088', 'WomensBabydolls': '#644'}",5.0,1999.0
Arrow Men's Plain Regular Fit Formal Shirt,Unknown,"{'ClothingAccessories': '#2,54,262', 'MensFormalShirts': '#8400'}",5.0,879.0
Puma Unisex-Child Regular fit T-Shirt,Unknown,"{'ClothingAccessories': '#3,05,857', 'BoysT_Shirts': '#5818', 'BoysSportsShirtsTees': '#174', 'MensClothing': '#130623'}",5.0,495.0
Bunny & Bear Kids Tshirt - Bat boy- Colour Changing T-Shirt - Reverse Sequin,Bunny & Bear,"{'ClothingAccessories': '#3,55,678', 'BoysT_Shirts': '#6908'}",5.0,499.0
Locomotive Men's T-Shirt,Locomotive,"{'ClothingAccessories': '#7,63,623', 'MensT_Shirts': '#61885'}",5.0,549.0
Van Heusen Men's Solid Slim Fit Formal Shirt,Unknown,"{'ClothingAccessories': '#3,65,477', 'MensFormalShirts': '#13587'}",4.5,949.0
TBFL women's cotton multicolour anarkali kurti,TBFL,"{'ClothingAccessories': '#18,87,179', 'WomensKurtasKurtis': '#121863'}",5.0,0.0
Jockey Men's Cotton Boxer Brief (8901326056868_US20_XL_Grey Melange),Unknown,"{'ClothingAccessories': '#6,72,494', 'MensUnderwearBriefs': '#4499'}",4.0,0.0
Mayra Women's Regular fit Top,mayra,"{'ClothingAccessories': '#1,02,907', 'WomensTops': '#3319'}",3.1,249.0
Euro Men's Solid Vest (Pack of 2),Euro,"{'ClothingAccessories': '#2,75,669', 'MensUnderwearVests': '#1338'}",5.0,218.0
Arrow Sports Men's Jacket,Arrow Sports,"{'ClothingAccessories': '#1,63,537', 'MensJackets': '#1890'}",2.3,3359.0
Cherokee by Unlimited Girls' A-Line Knee Length Dress,Unknown,"{'ClothingAccessories': '#3,34,931', 'GirlsDressesJumpsuits': '#4400'}",3.8,336.0
Womanista crepe with blouse piece Saree (FS9923_ Black & Grey_ Onesize),Womanista,"{'ClothingAccessories': '#1,94,059', 'WomensSarees': '#10967'}",5.0,1229.0
Pramukh Suppliers Cotton Silk Saree With Blouse Piece (Au_B_Blue_Free Size),Pramukh Suppliers,"{'ClothingAccessories': '#11,06,648', 'WomensSarees': '#75671'}",2.0,425.0
Neostreak Men's Solid Slim fit T-Shirt,Unknown,"{'ClothingAccessories': '#2,45,016', 'MensT_Shirts': '#19193'}",4.0,279.0
GRITSTONES Men's Plain Slim fit T-Shirt,GRITSTONES,"{'ClothingAccessories': '#5,51,445', 'MensT_Shirts': '#44837'}",3.0,365.0
Arrow Men's Formal Shirt,Unknown,"{'ClothingAccessories': '#54,584', 'MensFormalShirts': '#1341'}",4.0,799.0
Cherokee Girl's Plain Regular fit T-Shirt,Unknown,"{'ClothingAccessories': '#6,77,467', 'GirlsT_Shirts': '#7711'}",4.0,179.0
"Raymond Men's 1.60 m Linen Unstitched Shirt Fabric (Beige, Free Size)",Unknown,"{'ClothingAccessories': '#3,91,410', 'MensShirtsUnstitchedFabric': '#553'}",4.6,1879.0
DJ&C By fbb Boys' Plain Regular Fit T-Shirt,DJ&C By FBB,"{'ClothingAccessories': '#4,84,069', 'BoysT_Shirts': '#9769'}",5.0,499.0
Easies by Killer Men's Slim fit Casual Shirt,Easies by Killer,"{'ClothingAccessories': '#96,443', 'MensCasualShirts': '#4011'}",5.0,799.0
WC RIGHT Mens Solid Navy Graphic Printed Cotton Big & Plus Size T-Shirt,WC RIGHT,"{'ClothingAccessories': '#10,41,922', 'MensT_Shirts': '#84648'}",5.0,549.0
Allen Solly Junior Boy's Quilted Regular fit T-Shirt,Allen Solly Junior,"{'ClothingAccessories': '#7,05,667', 'BoysT_Shirts': '#14857'}",5.0,449.0
Azani Series Compression Performance Underwear - White,AZANI,"{'ClothingAccessories': '#33,981', 'MensUnderwearTrunks': '#241'}",4.7,700.0
MS Nikun Kids Crepe Dress,MS Nikun,"{'ClothingAccessories': '#1,57,825', 'GirlsDressesJumpsuits': '#2087'}",3.4,289.0
US Polo Association Boy's Regular fit Shirt,Unknown,"{'ClothingAccessories': '#3,09,288', 'BoysShirts': '#2287'}",5.0,1040.0
ADA Handmade Lucknow Chikankari Regular Wear Cotton Kurta Kurti A207875,Ada,"{'ClothingAccessories': '#5,69,333', 'WomensKurtasKurtis': '#38026'}",4.5,999.0
Fairy Dolls Girls Frock,Fairy Dolls,"{'ClothingAccessories': '#480', 'GirlsDressesJumpsuits': '#4'}",3.9,999.0
W for Women Full Maxi Skirt,Unknown,"{'ClothingAccessories': '#1,85,417', 'WomensChuridarSalwarBottoms': '#2565'}",4.6,1999.0
"Reverence-Men's Half Sleeve Cotton Linen Starch Shirt, Regular Fit, Nykra",Reverence,"{'ClothingAccessories': '#4,030', 'MensCasualShirts': '#109', 'MensFormalShirts': '#58'}",3.4,649.0
Kashvi sarees MultiColor BhagalPuri Saree With Unstitched Blouse Piece (1550),Kashvi sarees,"{'ClothingAccessories': '#5,60,947', 'WomensSarees': '#32756'}",5.0,349.0
Accelrun Men's Jacket,Unknown,"{'ClothingAccessories': '#2,90,159', 'MensJackets': '#3404'}",3.2,329.0
"Mudrika Women's Cotton Jaipuri Wrap Around Elegant Printed Skirt (Multicolour, Free Size) -Combo Pack of 2 Pieces",Mudrika,"{'ClothingAccessories': '#5,67,199', 'WomensChuridarSalwarBottoms': '#7356'}",4.5,728.0
Soch Women's A-Line Kurta,Soch,"{'ClothingAccessories': '#4,49,425', 'WomensKurtasKurtis': '#30935'}",5.0,919.0
Royal Mens Silk Blend Kurta Churidar with Neck and Sleeve Piping Details,Unknown,"{'ClothingAccessories': '#2,01,500', 'MensSherwani': '#105', 'MensKurtas': '#1002'}",4.1,995.0
Anand Sarees Women's Faux Georgette Multi Color Printed Pack Of 2 Saree With Blouse Piece (1190_1_1164_4),Anand Sarees,"{'ClothingAccessories': '#11,96,765', 'WomensSarees': '#84818'}",5.0,599.0
PATRORNA Women's Crisscross Blouson Pleated Shirt Maternity Dresses in Mustard (MT10A041MU),PATRORNA,"{'ClothingAccessories': '#11,48,495', 'MaternityDresses': '#1306'}",4.0,749.0
Veirdo Round Neck Full Sleeve Cotton Tshirts For Men,Veirdo,"{'ClothingAccessories': '#2,45,928', 'MensT_Shirts': '#19218'}",3.0,379.0
LOVE CROCHET ART Snow muff Cap Crochet Cap for 0-6 Months Baby - White,LOVE CROCHET ART,"{'BabyProducts': 'Amazon Bestsellers Rank #47,392'}",5.0,299.0
Vibhavari Men's Blue Microfiber Pocket Square,VIBHAVARI,"{'ClothingAccessories': '#13,388', 'MensAccessories': '#775'}",3.3,293.0
"Krypmax Men's Plain Satin Tie (Silver Gray, Free Size)",Krypmax,"{'ClothingAccessories': '#7,86,298', 'MensNeckties': '#4514'}",5.0,199.0
Anvi Collection Girls Party Dress and Birthday Frock_AIJS 0241,ANVI JEWELLERS,"{'ClothingAccessories': '#1,22,720', 'GirlsDressesJumpsuits': '#1685'}",3.0,399.0
Soch Women's Straight Kurta,Soch,"{'ClothingAccessories': '#1,74,240', 'WomensKurtasKurtis': '#12885'}",3.9,319.0
ALCiS Men's Solid Regular Fit T-Shirt,ALCiS,"{'ClothingAccessories': '#3,63,335', 'MensSportsT_ShirtsJerseys': '#2727'}",3.3,371.0
Peter England Perform Men's Plain Round Neck T-Shirt,Peter England Perform,"{'ClothingAccessories': '#2,77,524', 'MensSportsT_ShirtsJerseys': '#2000'}",3.7,441.0
elegantstunning Unisex Hip-hop Style Fashion Camouflage Pattern Printing Stylish Hoody,elegantstunning,"{'ClothingAccessories': '#8,441', 'MensSweatshirtsHoodies': '#142'}",2.9,1107.0
Mothercare Girls' Floral Regular Fit T-Shirt,Mothercare,"{'ClothingAccessories': '#2,85,398', 'GirlsT_Shirts': '#2790'}",5.0,430.0
Skinny Floral Necktie with Pocket Square Gift Set 100% Cotton Blue and White,KINGDOM SECRET,"{'ClothingAccessories': '#12,76,636', 'MensNeckties': '#8995'}",4.7,2423.0
TEXCO Poly creap Long Dress for Women's,TEXCO,"{'ClothingAccessories': '#9,73,804', 'WomensDresses': '#23140'}",5.0,799.0
GRAVIDANZA9 Women Rayon Material Katdana Patch Rust Red Color Maternity Dress Pregnancy and Nursing Maxi Dress in Red,GRAVIDANZA9,"{'ClothingAccessories': '#8,51,701', 'MaternityDresses': '#943'}",3.0,1899.0
612 League Boys' Shirt,Unknown,"{'ClothingAccessories': '#1,12,895', 'BoysShirts': '#640'}",3.4,403.0
Nancy Fab Women Georgette Long Anarkali Salwar Suit/Gown With Dupatta,Nancy Fab,"{'ClothingAccessories': '#69,732', 'WomensEthnicGowns': '#350', 'WomensEthnicUnstitchedFabric': '#925'}",3.1,1299.0
Libas Solid Kurta with Printed Flared Palazzo Set,Unknown,"{'ClothingAccessories': '#2,44,660', 'WomensKurtasKurtis': '#17812'}",5.0,999.0
Clovia Women's Satin Babydoll with Lace Neckline,Unknown,"{'ClothingAccessories': '#3,94,825', 'WomensBabydolls': '#1014'}",5.0,429.0
SAMAGYA - Bra Hook Extender-2 Hook - 3 Eye (with Extra Elastic) –Save Your Bra Increase Band Length_Bra Extender Hook_Bra Hooks for Women_Bra Hook Extender Combo,SAMAGYA,"{'ClothingAccessories': '#8,371', 'WomensLingerieAccessories': '#24'}",3.8,161.0
GoSriKi silk with blouse piece Saree (PINK&GREY BHAGALPURI-1_ Pink_ Free Size),GoSriKi,"{'ClothingAccessories': '#5,07,137', 'WomensSarees': '#29319'}",2.0,399.0
WTFUNK Women's Blue Short Sleeves Cotton Awakening Meditation Yoga Peace Printed Casual T-Shirt,WTFUNK,"{'ClothingAccessories': '#7,55,430', 'WomensT_Shirts': '#14570'}",5.0,600.0
BIBA Women's Rayon straight Kurta,BIBA,"{'ClothingAccessories': '#12,018', 'WomensKurtasKurtis': '#1114'}",3.7,498.0
US Polo Association Men's Cotton Sweatshirt,Unknown,"{'ClothingAccessories': '#1,74,629', 'MensSweatshirtsHoodies': '#2832'}",4.2,1549.0
Aurelia Women's Cotton Pleated Kurta,Unknown,"{'ClothingAccessories': '#1,33,976', 'WomensKurtasKurtis': '#10058'}",2.9,405.0
Indhirani Men's Cotton Dhotis- Pack of 2 (Multi-Coloured),Indhirani,"{'ClothingAccessories': '#5,64,159', 'MensDhoties': '#1135'}",3.0,599.0
Acanthus Women's Cold Shoulder Top,Acanthus,"{'ClothingAccessories': '#1,72,560', 'WomensTops': '#5900'}",2.7,299.0
W for Woman Women's Straight Kurta,Unknown,"{'ClothingAccessories': '#1,77,703', 'WomensKurtasKurtis': '#13125'}",4.1,799.0
Flying Machine Men's Striped Slim Fit T-Shirt,Unknown,"{'ClothingAccessories': '#2,86,766', 'MensT_Shirts': '#22743'}",4.3,499.0
"Refof Export casual wear Jorgget saree, And work wear saree with blouce piece",Refof Export,"{'ClothingAccessories': '#9,04,480', 'WomensSarees': '#57666'}",5.0,449.0
"Alpinestars Spartan Gloves (Black, XL)",Alpinestars,"{'CarMotorbike': 'Amazon Bestsellers Rank #92,830'}",3.5,3500.0
"BKRKJ Men's Woollen Check Unstitched Trouser Fabric (Dark Grey,1.2 Meter)",BKRKJ,"{'ClothingAccessories': '#90,177', 'MensTrousersUnstitchedFabric': '#90'}",4.0,799.0
UFO Girls' T-Shirt,UFO,"{'ClothingAccessories': '#5,08,654', 'GirlsT_Shirts': '#5621'}",2.8,389.0
Drashti Villa Women's Mysore Silk Saree with Blouse Piece,Drashti villa,"{'ClothingAccessories': '#3,51,485', 'WomensSarees': '#19590'}",3.5,415.0
Park Avenue Men's Checkered Slim Fit Formal Shirt,Unknown,"{'ClothingAccessories': '#91,559', 'MensFormalShirts': '#2389'}",3.8,719.0
People Women's Regular fit Top,Unknown,"{'ClothingAccessories': '#2,07,904', 'WomensT_Shirts': '#3433'}",5.0,591.0
Allen Solly Mens Hooded Solid Jacket,Unknown,"{'ClothingAccessories': '#1,49,021', 'MensJackets': '#1730'}",4.5,3528.0
Peter England Men's Plain Slim Fit Formal Shirt,Unknown,"{'ClothingAccessories': '#1,83,612', 'MensFormalShirts': '#5399'}",4.0,637.0
ADBUCKS Winter Wear Hood with Zipper Cotton Jacket (Plus Size Also Available),ADBUCKS,"{'ClothingAccessories': '#29,923', 'MensSweatshirtsHoodies': '#453'}",4.4,699.0
Rangmanch By Pantaloons Women Straight Fit Kurta,Unknown,"{'ClothingAccessories': '#78,917', 'WomensKurtasKurtis': '#6210'}",3.7,350.0
Allen Solly Girl's Regular fit T-Shirt,Unknown,"{'ClothingAccessories': '#79,315', 'GirlsT_Shirts': '#681'}",3.5,268.0
Jevi Prints Women's Crepe Dress Material,Jevi Prints,"{'ClothingAccessories': '#2,28,576', 'WomensEthnicUnstitchedFabric': '#3462'}",3.8,500.0
VIMAL JONNEY Printed Black V Neck Cotton Tshirt for Men(Pack of 1)-VEE-Print-NO.1-01-BLK-P,VIMAL JONNEY,"{'ClothingAccessories': '#22,909', 'MensT_Shirts': '#1464'}",3.4,216.0
QUEERY Hand Gloves and Sun Protection Beige Gloves for Women ( 2 Pair ),QUEERY,"{'ClothingAccessories': '#2,80,471', 'WomensClothing': '#131372'}",2.4,260.0
BDS Chikan Women’s Lucknow Chikan Sky Blue Cotton Saree with White Color Thread Work,BDS Chikan,"{'ClothingAccessories': '#8,53,177', 'WomensSarees': '#53532'}",5.0,3000.0
Ms Taken Women's Regular Fit Shirt,Ms Taken,"{'ClothingAccessories': '#3,09,891', 'WomensBlousesShirts': '#4419'}",3.0,467.0
Shehzadi Women's Banarasi Jacquard Brocade Lehenga (Creme and Brown; Free Size),Shehzadi,"{'ClothingAccessories': '#7,38,981', 'WomensLehengaCholis': '#4703'}",3.0,1295.0
French Connection Men's PrintedSlim Fit T-Shirt,Unknown,"{'ClothingAccessories': '#1,54,034', 'MensT_Shirts': '#11691'}",4.1,474.0
DJ&C By FBB Women's Plain Regular Fit Shirt,DJ&C By FBB,"{'ClothingAccessories': '#62,718', 'WomensBlousesShirts': '#772'}",3.7,479.0
"Dhruvi Trendz Women's Cotton Silk Saree-(Blue,Free Size)",DHRUVI TRENDZ,"{'ClothingAccessories': '#51,693', 'WomensSarees': '#2821'}",5.0,421.0
Cottinfab Women Viscose Pink Dress (Large),Cottinfab,"{'ClothingAccessories': '#6,85,333', 'WomensDresses': '#15287'}",4.0,797.0
Peppa Pig Let's Play with Stripes White T-Shirt for Girls,Planet Superheroes,"{'ClothingAccessories': '#6,26,584', 'GirlsT_Shirts': '#7085'}",5.0,439.0
Neska Moda Baby Boys and Girls Multicolor Cap for 0 to 18 Month Pack of 4 KC26,Neska Moda,"{'ClothingAccessories': '#7,56,057'}",4.0,369.0
Graphic Printed T-Shirt for Men & Women | Send to dev Null T Shirt | Funny Quote T-Shirt | Geek T Shirt | Unix | Programmer T Shirt|Half Sleeve Round Neck Cotton T Shirt|Gift|Gifting,GeekDawn,"{'ClothingAccessories': '#2,25,107', 'MensT_Shirts': '#17389'}",3.6,549.0
TEXCO High Slit Back Women Maxi Dress,TEXCO,"{'ClothingAccessories': '#67,946', 'WomensDresses': '#1496'}",3.8,799.0
W for Woman Women's Straight Kurta,Unknown,"{'ClothingAccessories': '#1,69,524', 'WomensKurtasKurtis': '#12511'}",4.0,558.0
Being Banarasi Women's Silk Saree with Blouse Piece(Free Size),Being Banarasi,"{'ClothingAccessories': '#3,80,924', 'WomensSarees': '#21373'}",5.0,449.0
nauti nati Girls' Dress,nauti nati,"{'ClothingAccessories': '#5,03,771', 'GirlsDressesJumpsuits': '#6789'}",3.6,412.0
United Colors of Benetton Boy's tie-dye Regular fit Shirt,Unknown,"{'ClothingAccessories': '#38,949', 'BoysShirts': '#190'}",5.0,462.0
BIBA Women's Straight Kurta,BIBA,"{'ClothingAccessories': '#1,33,069', 'WomensKurtasKurtis': '#9996'}",3.5,694.0
Amazon Brand - Symbol Men's Sweatshirt,Unknown,"{'ClothingAccessories': '#7,235', 'MensSweatshirtsHoodies': '#118'}",4.2,439.0
Silly Punter The Chainsmokers EDM Men's Cotton Tshirt,Silly Punter,"{'ClothingAccessories': '#2,79,528', 'MensT_Shirts': '#22012'}",4.1,549.0
Jockey Men's Cotton T-Shirt,Unknown,"{'ClothingAccessories': '#43', 'MensT_Shirts': '#6'}",4.3,320.0
BULLMER Men's Half Sleeve Polo Neck Printed Cotton Tshirt - Red,BULLMER,"{'ClothingAccessories': '#11,614', 'MensPolos': '#173'}",4.4,454.0
Iron Man Boys' T-Shirt,Iron Man By Kidsville,"{'ClothingAccessories': '#4,15,115', 'BoysT_Shirts': '#8142'}",4.0,249.0
Global Men's Slayer Black Eagle T-Shirt,Global Merchandising,"{'ClothingAccessories': '#23,17,293', 'MensCasualShirts': '#112076', 'MensT_Shirts': '#200738'}",3.4,0.0
"Black Orange Women's Bhagalpuri Cotton Saree with Blouse Piece (Pink,Free Size)",Black Orange,"{'ClothingAccessories': '#7,57,184', 'WomensSarees': '#46246'}",5.0,1099.0
"nu-Lite Men's Floral Design Micro Polyester Casual Formal Printed Necktie Set with Pocket Square, Lapel Pin and Cufflinks in Wooden Box (Light Green, Free Size)",nu-Lite,"{'ClothingAccessories': '#44,599', 'MensNeckties': '#339'}",2.0,549.0
VIMAL JONNEY Multicolor Printed Cotton Tshirts for Men(Pack of 3)-T_ARM_RYL_8NVY_CHK_Gry_03-P,VIMAL JONNEY,"{'ClothingAccessories': '#50,638', 'MensT_Shirts': '#3500'}",4.0,512.0
iberry's Unisex Cotton Couple Hoodies Sweatshirt - Set of 2 (Mr & Mrs-04),iberry's,"{'ClothingAccessories': '#4,35,788', 'MensSweatshirtsHoodies': '#6394'}",5.0,1899.0
Devil PO6 Kids's Woolen Thermal Leggings|Pajamis|Pyjama Bottom(6-12months),Devil,"{'ClothingAccessories': '#4,84,124', 'BoysThermalUnderwear': '#392'}",3.4,499.0
Dream Desi Women's Cotton Navy Blue Straight Kurti for All Plus Size and Small Size,Dream Desi,"{'ClothingAccessories': '#12,25,475', 'WomensKurtasKurtis': '#78197'}",5.0,699.0
SHAUN Women's T-Shirt (115W1_A46a_Black_XXX-Large),SHAUN,"{'ClothingAccessories': '#4,49,607', 'WomensT_Shirts': '#8009'}",4.0,287.0
United Colors of Benetton Boys' Shirt,Unknown,"{'ClothingAccessories': '#3,25,024', 'BoysShirts': '#2427'}",4.0,359.0
Riddle Women's Viscose Front Open Full Sleeve Shrug/Cardigan/Sweater/Jacket/Pullover/Hoodies,Riddle,"{'ClothingAccessories': '#290', 'WomensShrugs': '#1', 'WomensPulloverSweaters': '#1'}",3.8,199.0
Sorella'z Men's Solid Slim Necktie with Pocket Square (Navy Blue),SORELLA'Z,"{'ClothingAccessories': '#31,956', 'MensNeckties': '#245'}",3.0,262.0
BAWRI Womens Cotton Blend Floral Print Straight Kurta with Palazzo (Light Blue),Bawri,"{'ClothingAccessories': '#3,66,660', 'WomensKurtasKurtis': '#25751'}",5.0,788.0
TOMMY HILFIGER Women's Cotton Sports Knitwear,Unknown,"{'ClothingAccessories': '#4,08,972', 'WomensSportsSweaters': '#40'}",3.2,1513.0
Fashion Icon Women's Heavy Multicoloured Long Gown (116),Fashion icon,"{'ClothingAccessories': '#15,04,840', 'WomensDresses': '#37582'}",4.0,0.0
Poppers By Pantaloons Girls Layered Dress,Unknown,"{'ClothingAccessories': '#5,50,130', 'GirlsDressesJumpsuits': '#7507'}",5.0,674.0
Military Green India Vande Mataram Tshirt for Men,Military Green,"{'ClothingAccessories': '#11,11,032', 'MensT_Shirts': '#90576'}",5.0,599.0
LondonHouze Women's Cotton Designer Multicolor Casual Crop Top,LondonHouze,"{'ClothingAccessories': '#5,43,657', 'WomensTops': '#18343'}",5.0,199.0
Excalibur by Unlimited Men's Solid Regular Fit Formal Shirt (Pack of 2)(Colors & Print May Vary),Excalibur by Unlimited,"{'ClothingAccessories': '#6,42,956', 'MensFormalShirts': '#25214'}",3.0,749.0
SIRIL Women's Silk Paithani Jacquard Saree with Blouse,SIRIL,"{'ClothingAccessories': '#5,846', 'WomensSarees': '#386'}",5.0,1549.0
Mimosa Art silk saree Kanjivarm Pattu style With Contrast Blouse Color: Gold (4285-373-2D-MST-RD),MIMOSA,"{'ClothingAccessories': '#36,940', 'WomensSarees': '#2028'}",5.0,1999.0
Decot Paradise Women's A-Line Skirt (DL3062_Blue_Free Size),Decot Paradise,"{'ClothingAccessories': '#9,60,077', 'MaternitySkirts': '#31'}",5.0,520.0
ADA Handicraft Lucknow Chikankari Faux Georgette Kurti Kurtas Regular Wear A229395,Ada,"{'ClothingAccessories': '#5,368', 'WomensKurtasKurtis': '#483'}",3.9,1490.0
"Prakash Tex Men's Cotton Dhoti (White, 3.60 Meters)",Prakash Tex,"{'ClothingAccessories': '#1,48,251', 'MensDhoties': '#354'}",3.4,650.0
Tossido Woven Grey Striped Micro Fiber Necktie,tossido,"{'ClothingAccessories': '#19,36,894', 'MensNeckties': '#15585'}",5.0,299.0
Adidas Men's Plain Regular Fit Polo,Unknown,"{'ClothingAccessories': '#79,942', 'MensSportsT_ShirtsJerseys': '#465'}",3.5,601.0
OLLI Men's Jaffa Orange Cotton Brief,OLLI,"{'ClothingAccessories': '#7,75,441', 'MensUnderwearBriefs': '#5050'}",4.0,199.0
Athliv Mens Sports Running Gym Tshirt Strtchable Comfortable Fit with Dri fit,Athliv,"{'ClothingAccessories': '#17,39,644', 'MensSportsT_ShirtsJerseys': '#10752'}",5.0,349.0
W for Women's Asymmetrical Hemline Kurta,Unknown,"{'ClothingAccessories': '#87,133', 'WomensKurtasKurtis': '#6863'}",4.2,697.0
"the purple tree Avengers End Game T-Shirt for Men - 1 pc, Unisex T-Shirt, Avengers Endgame T-Shirt, Endgame, Tshirt TSHIRTAVENGERS00004",The Purple Tree,"{'ClothingAccessories': '#12,00,761', 'MensT_Shirts': '#98458'}",5.0,449.0
Safana Cotton a-line Dress,Unknown,"{'ClothingAccessories': '#1,17,786', 'WomensDresses': '#2646'}",4.5,729.0
ComicSense.xyz Team Akatsuki T-Shirt,ComicSense.xyz,"{'ClothingAccessories': '#38,314', 'MensT_Shirts': '#2491'}",4.2,549.0
Rangriti Women's Straight Kurta,Unknown,"{'ClothingAccessories': '#37,326', 'WomensKurtasKurtis': '#3161'}",3.3,341.0
"S.P Sports SUPERPOLY Polyster Tracksuit for Men||Sportswear Tracksuit for Boys(Size:32-44,)",Generic,"{'ClothingAccessories': '#11,64,631', 'MensTracksuits': '#1400'}",5.0,899.0
"STYLATHON Girls, Women Socks 3 Pair Soft Air Venting Cotton Seamless,Lining Thin Low Cut Ankle Socks Rich Colors Liner Style",STYLATHON,"{'ClothingAccessories': '#14,96,979', 'GirlsSocks': '#1188'}",3.0,399.0
sunrise paridhan Rajasthani Jaipuri Print Long Wrap Around Skirt for Women’s & Girls 144,sunrise paridhan,"{'ClothingAccessories': '#3,50,948', 'WomensChuridarSalwarBottoms': '#4702'}",3.9,399.0
Aurelia Women's Palazzo,Unknown,"{'ClothingAccessories': '#39,795', 'WomensChuridarSalwarBottoms': '#672'}",4.0,327.0
Instacrush Women Polyester Red Jumpsuit,Instacrush,"{'ClothingAccessories': '#16,35,139', 'WomensJumpsuits': '#3754'}",5.0,1099.0
Puma Boy's Jacket (65522301 Red White-Chili Pepper_164),Unknown,"{'ClothingAccessories': '#8,73,203', 'BoysJackets': '#1855'}",4.0,3160.0
Lee Cooper Men's Relaxed Fit Jeans,Unknown,"{'ClothingAccessories': '#24,821', 'MensJeans': '#585'}",3.7,443.0
Kvsfab Georgette Geomatric print With Stone work Flared Dress [KVSKR1114MRLI],Unknown,"{'ClothingAccessories': '#1,38,920', 'WomensEthnicGowns': '#627'}",4.4,1360.0
Park Avenue Blue Slim Fit Shirt,Unknown,"{'ClothingAccessories': '#77,742', 'MensFormalShirts': '#1980'}",4.0,645.0
Chromozome Men's Cotton Brief (Pack of 3) (Colors May Vary) (8902733342704_BC01_NvyInkblGry_L),Unknown,"{'ClothingAccessories': '#6,52,276', 'MensUnderwearBriefs': '#4390'}",4.0,389.0
Royal Export Women's Cotton a-line Kurta,Royal Export,"{'ClothingAccessories': '#92,105', 'WomensKurtasKurtis': '#7210'}",3.6,699.0
Weavers Villa Women's Shawl (WV-402-RANI_Pink_L),Weavers Villa,"{'ClothingAccessories': '#1,45,208', 'WomensClothing': '#71241'}",3.0,1260.0
Kidsville Boys' Plain Regular Fit T-Shirt,ANTMAN By Kidsville,"{'ClothingAccessories': '#5,19,377', 'BoysT_Shirts': '#10579'}",4.5,230.0
Bright Cotton Women's Rayon A-Line Printed Kurta (White),Bright Cotton,"{'ClothingAccessories': '#38,548', 'WomensKurtasKurtis': '#3270'}",4.2,732.0
TALAT Men's and Women's Beanie Cap,TALAT,"{'ClothingAccessories': '#3,19,838', 'MensCapsHats': '#2988'}",4.4,299.0
"NewRadhika Enterprises Women's Cotton Rajasthani Printed Short Frock (Multicolour, Free Size)",NewRadhika Enterprises,"{'ClothingAccessories': '#8,52,146', 'WomensEthnicUnstitchedFabric': '#20196'}",5.0,329.0
"GMR Womens Cotton Panty/Bikini 10 Pieces Combo (80,85,90,95,100 cms)",GMR,"{'ClothingAccessories': '#16,34,940', 'WomensBikiniKnickers': '#3081'}",5.0,520.0
Monte Carlo White Printed Cotton Round Neck Tshirts,Unknown,"{'ClothingAccessories': '#7,63,975', 'MensT_Shirts': '#61961'}",4.0,537.0
Gaurangi Creation Women's Chiffon Saree with Unstitched Blouse Piece,Gaurangi Creation,"{'ClothingAccessories': '#36,743', 'WomensSarees': '#2080'}",3.5,1145.0
Nakoda Creation Women's Cotton Dress Material,Nakoda Creation,"{'ClothingAccessories': '#2,26,679', 'WomensEthnicUnstitchedFabric': '#3431'}",3.3,199.0
bYSI Women's Wool Sweater,Unknown,"{'ClothingAccessories': '#6,03,003', 'WomensPulloverSweaters': '#1897'}",4.1,2088.0
HYPERNATION Women's T-Shirt,HYPERNATION,"{'ClothingAccessories': '#86,702', 'WomensT_Shirts': '#1332'}",4.1,496.0
SHAUN Men's Round Neck Fleece Sweatshirt,SHAUN,"{'ClothingAccessories': '#49,415', 'MensSweatshirtsHoodies': '#808'}",3.6,435.0
United Colors of Benetton Girls' A-Line Knee-Long Dress,Unknown,"{'ClothingAccessories': '#4,90,252', 'GirlsDressesJumpsuits': '#6606'}",5.0,1306.0
EIO® New Born/Baby Bonnets Caps Pack of 3.,EIO,"{'ClothingAccessories': '#1,86,755'}",3.5,349.0
Triumph Men's Unique Design Independence Day T-Shirt,Unknown,"{'ClothingAccessories': '#1,89,007', 'MensT_Shirts': '#14579'}",5.0,599.0
Columbia Men's Alpine Pass Beanie,Columbia,"{'ClothingAccessories': '#19,45,204', 'MensCapsHats': '#16670'}",4.0,0.0
9teenAGAIN Women's Orange Hosiery Patch Pocket Short Cotton Nighty,9teenAGAIN,"{'ClothingAccessories': '#13,94,701', 'WomensNightiesNightdresses': '#15746'}",5.0,999.0
VERO MODA Women's Cotton Strapless Dress,Unknown,"{'ClothingAccessories': '#31,068', 'WomensDresses': '#670'}",4.0,1014.0
Teeswala Women Bhagalpuri Material Yellow Colour Printed Work With Blouse Piece Saree,TEESWALA,"{'ClothingAccessories': '#8,21,638', 'WomensSarees': '#51076'}",5.0,299.0
